,Name,Size,Price,Location
508,3 Bedroom Apartment,"


160 m²",R 4 500 000,Harbour Island
509,2 Bedroom Apartment,"



63 m²",R 799 000,Gordons Bay Central
510,House,"
The ...",R 3 450 000,Admirals Park
511,2 Bedroom Apartment,"



59 m²",R 975 000,Mansfield
512,2 Bedroom Townhouse,"



59 m²",R 950 000,Mansfield
513,2 Bedroom Apartment,"


132 m²",R 4 460 000,Harbour Island
514,2 Bedroom Apartment,"



51 m²",R 895 000,Mansfield
515,Vacant Land,"


945 m²",R 1 397 000,Gordon Heights
516,4 Bedroom House,"
1 077 m²",R 6 900 000,Mountainside
517,3 Bedroom House,"


501 m²",R 2 150 000,Fairview Golf Estate
518,3 Bedroom House,"


601 m²",R 3 350 000,Gordons Bay Village
519,2 Bedroom House,"


293 m²",R 1 700 000,Winslow
520,2 Bedroom Apartment,"



51 m²",R 895 000,Mansfield
521,3 Bedroom House,"


516 m²",R 2 495 000,Fairview Golf Estate
522,2 Bedroom Apartment,"



59 m²",R 899 000,Mountainside
523,3 Bedroom Apartment,"


160 m²",R 1 450 000,Admirals Park
524,2 Bedroom Apartment,"



59 m²",R 1 200 000,Mansfield
525,3 Bedroom House,"
2





1",R 1 450 000,Gordon Strand Estate
526,Vacant Land,"


956 m²",R 849 000,Admirals Park
527,2 Bedroom Apartment,"



59 m²",R 860 000,Mansfield
528,2 Bedroom Apartment,"


112 m²",R 2 850 000,Harbour Island
529,Vacant Land,"


545 m²",R 845 000,Mountainside
530,Vacant Land,"


504 m²",R 850 000,Admirals Park
531,Vacant Land,"


824 m²",R 1 098 000,Gordon Heights
532,Commercial Property,"



98 m²",R 2 000 000,Gordons Bay Village
533,Vacant Land,"


928 m²",R 1 590 000,Gordon Heights
534,5 Bedroom House,"


669 m²",R 6 775 000,Mountainside
535,2 Bedroom Apartment,"


120 m²",R 2 950 000,Gordons Bay Village
536,2 Bedroom House,"


556 m²",R 6 300 000,Gordons Bay Village
537,Vacant Land,"


824 m²",R 1 098 000,Gordon Heights
538,Vacant Land,"


367 m²",R 2 400 000,Gordons Bay Central
539,9 Bedroom House,"


545 m²",R 3 900 000,Gordons Bay Central
540,4 Bedroom House,"


557 m²",R 3 890 000,Gordon Strand Estate
541,3 Bedroom House,"
1 035 m²",R 3 750 000,Mountainside
542,1 Bedroom Apartment,"



43 m²",R 800 000,Firlands
543,Vacant Land,"



42 ha",R 100 000 000,Firlands
544,2 Bedroom Apartment,"


146 m²",R 4 500 000,Harbour Island
545,Vacant Land,"


777 m²",R 1 500 000,Mansfield
546,3 Bedroom Apartment,"
2





1",R 1 150 000,Whispering Pines
547,2 Bedroom Apartment,"



67 m²",R 1 300 000,Greenbay Eco Estate
548,Vacant Land,"


777 m²",R 1 400 000,Gordons Bay Central
549,2 Bedroom Townhouse,"


201 m²",R 2 400 000,Gordons Bay Central
550,Farm,22 527 m²,R 7 800 000,Firlands
551,4 Bedroom Apartment,"


310 m²",R 4 500 000,Gordons Bay Village
552,4 Bedroom House,"


331 m²",R 1 595 000,Harbour Island
553,3 Bedroom House,"


234 m²",R 1 250 000,Admirals Park
554,4 Bedroom House,"


331 m²",R 2 600 000,Harbour Island
555,2 Bedroom Townhouse,"


152 m²",R 675 000,Whispering Pines
556,Vacant Land,"


758 m²",R 1 690 000,Gordons Bay Central
557,Vacant Land,"


290 m²",R 12 500 000,Mansfield
558,Vacant Land,"
1 560 m²",R 1 340 000,Gordons Bay Central
559,4 Bedroom Apartment,"


220 m²",R 650 000,Gordons Bay Village
560,Vacant Land,"
1 024 m²",R 1 550 000,Gordon Heights
561,Vacant Land,"


312 m²",R 10 282 000,Fairview Golf Estate
562,1 Bedroom Apartment,"



56 m²",R 8 500 000,Harbour Island
563,7 Bedroom House,"


882 m²",R 3 850 000,Gordon Heights
564,7 Bedroom House,"


712 m²",R 770 000,Gordons Bay Village
565,Vacant Land,"
8 045 m²",R 850 000,Gordons Bay Central
566,Apartment,"



44 m²",R 799 000,Gordons Bay Central
567,2 Bedroom Apartment,"
2





1",R 2 900 000,Whispering Pines
568,1 Bedroom Apartment,"



44 m²",R 14 750 000,Firlands
569,2 Bedroom Apartment,"



90 m²",R 7 500 000,Gordons Bay Village
570,4 Bedroom House,"


528 m²",R 3 195 000,Fairview Golf Estate
571,2 Bedroom Apartment,"



76 m²",R 935 000,Whispering Pines
572,9 Bedroom House,"


545 m²",R 3 900 000,Gordon Strand Estate
573,3 Bedroom House,"


204 m²",R 5 450 000,Harbour Island
574,4 Bedroom House,"


331 m²",R 11 600 000,Harbour Island
575,5 Bedroom House,"


843 m²",R 4 900 000,Mountainside
576,House,"
3 879 m²",R 5 450 000,Whispering Pines
577,3 Bedroom House,"


204 m²",R 899 000,Harbour Island
578,2 Bedroom Apartment,"



54 m²",R 3 950 000,Mansfield
579,Vacant Land,"


714 m²",R 639 900,Mountainside
580,1 Bedroom Apartment,"
1





1",R 670 000,Whispering Pines
581,1 Bedroom Apartment,"
1





1",R 7 500 000,Whispering Pines
582,4 Bedroom House,"


493 m²",R 695 000,Gordons Bay Central
583,1 Bedroom Apartment,"
1





1",R 6 995 000,Whispering Pines
584,5 Bedroom House,"


483 m²",R 1 100 000,Cayman Beach
585,2 Bedroom Apartment,"



86 m²",R 7 800 000,Gordons Bay Central
586,House,"
2 250 m²",R 6 700 000,Firlands
587,5 Bedroom House,"


668 m²",R 9 900 000,Gordons Bay Village
588,3 Bedroom House,"


365 m²",R 1 375 000,Harbour Island
589,2 Bedroom House,"


152 m²",R 1 397 000,Gordons Bay Central
590,Vacant Land,"


375 m²",R 1 850 000,Gordons Bay Village
591,2 Bedroom Apartment,"



64 m²",R 735 000,Fairview Golf Estate
592,10 Bedroom House,"6





10",R 3 900 000,Gordons Bay Central
593,Commercial Property,"
3 879 m²",R 4 900 000,Whispering Pines
594,Commercial Property,"
3 879 m²",R 4 900 000,Whispering Pines
595,Vacant Land,"


942 m²",R 1 200 000,Mountainside
596,4 Bedroom Apartment,"


260 m²",R 4 400 000,Gordon Heights
597,Apartment,"



21 m²",R 120 000,Sea Breeze
